sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
1,What specific evidence is there to support the charges of falsifying business records relating to payments made to Stormy Daniels?,,5,5,,This question is good for understanding how reliable this prediction is.,Evidence behind the claim,16,gpt4,diversesumm_summary,5.0
1,How are the New York authorities preparing for a potential arrest of a former President?,,5,4,,This question is good for understanding how authorities might handle this situation.,"Expands on information provided, not sure if article will head in this direction yet",16,gpt4,diversesumm_summary,4.5
1,What legal precedent is there for arresting a former President over such charges?,,4,5,,This question is good for contextualizing the importance of this case.,"Asks about new/interesting information, would give us context for the significance of the info introduced",16,gpt4,diversesumm_summary,4.5
1,"Is the mentioned falsifying of business records a common practice within large businesses, or a unique case related to Trump?",,3,3,,This question isn't important to my understanding.,How common the occurance is isn't important to my understanding of the article,16,gpt4,diversesumm_summary,3.0
2,Who are the critics mentioned in the sentence that suggests the charges could intensify Trump's claims of political persecution?,,3,3,,This question isn't important to my understanding.,"Could give credibility, but the way it is phrased implies it is being used in a general consensus/opinion sort of way, won't inc my understanding of the claim either",16,gpt4,diversesumm_summary,3.0
2,What is the context behind the statement that these charges might encourage Trump's supporters?,,4,4,,This question is good for understanding why these charges could support Trump's claims of persecution.,"Would help my understanding if i didn't already have this context, article doesn't HAVE to provide it but would make claim more understandable",16,gpt4,diversesumm_summary,4.0
2,"How would these charges, even if perceived as weak, potentially boost Trump's political fortunes?",,5,5,,This question is good for understanding the consequences of these charges.,Asks about new/surprising information,16,gpt4,diversesumm_summary,5.0
2,"Why are the charges seen as weak, and who perceives them as such?",,5,5,,"The second question isn't important, but the first question is good for understanding how likely it is for Trump to get convicted. ",First question is important bc it will back up the information introduced,16,gpt4,diversesumm_summary,5.0
2,What are the possible ways in which Trump could use these charges to intensify his claims of political persecution?,,5,4,,This question is good for understanding why these charges could support Trump's claims of persecution.,"Expands on information introduced, would be interesting to know more details ",16,gpt4,diversesumm_summary,4.5
1,How exactly does offshore manufacturing contribute to the drug and medical supply shortages in the US?,,5,5,,This question is good for understanding how offshore manufacturing relates to the shortages.,"What sentence is setting up to answer, asks about main issue introduced, main idea",17,gpt4,diversesumm_summary,5.0
1,What specific aspects of market consolidation exacerbate the issue of medical supply shortages?,,5,5,,This question is good for understanding how market consolidation relates to the shortages.,"What sentence is setting up to answer, asks about main issue introduced, main idea, same as above",17,gpt4,diversesumm_summary,5.0
1,How does the shortage of drugs and medical supplies pose a risk to national security?,,5,5,,This question is good for understanding the impact of these shortages.,Asks about new/surprising information introduced,17,gpt4,diversesumm_summary,5.0
1,What measures are being taken to reduce the impact of offshore manufacturing and market consolidation on drug availability?,,5,5,,This question is good for understanding how the situation is being addressed.,"Problem has been introduced, would make sense to tackle the solution, influences the narritive",17,gpt4,diversesumm_summary,5.0
1,"Are there any other factors, apart from offshore manufacturing and market consolidation, that are contributing to the US drug and medical supply shortages?",,4,3,,This question is good for contextualizing the situation.,"A bit off topic given that we are focusing on the things causing the issue, not the effects of those things/consequence if that makes sense",17,gpt4,diversesumm_summary,3.5
2,What specific drugs were included in the 295 drug shortages recorded by the Senate report?,,3,5,,This question isn't important to my understanding.,Would help see severity of the issue if they are life saving meds,17,gpt4,diversesumm_summary,4.0
